order_id,order_date,city,product,unit_price,quantity
IN-1081,2025-08-28,Delhi,Smartwatch,55225.0,5
IN-1082,2025-11-02,Chennai,Earbuds,42734.0,5
IN-1083,2025-11-30,Chennai,Smartwatch,45552.0,5
IN-1084,2025-02-24,Maharashtra,Laptop,53921.0,4
IN-1085,2025-05-18,Maharashtra,Smartphone,53536.0,4
IN-1086,2025-08-22,Gujrat,Smartwatch,55368.0,4
IN-1087,2025-04-11,Delhi,Power Bank,74175.0,4
IN-1088,2025-09-28,Delhi,Power Bank,18356.0,4
IN-1089,2025-11-01,Maharashtra,Smartphone,44489.0,5
IN-1090,2025-03-21,Delhi,Laptop,4626.0,1
IN-1091,2025-10-16,Maharashtra,Smartwatch,42608.0,3
IN-1092,2025-11-24,Gujrat,Earbuds,1386.0,1
IN-1093,2025-07-03,Bengaluru,Power Bank,37923.0,3
IN-1094,2025-03-23,Maharashtra,Smartphone,68390.0,3
IN-1095,2025-12-17,Hyderabad,Power Bank,46238.0,1
IN-1096,2025-02-14,Delhi,Laptop,2699.0,3
IN-1097,2025-02-23,Hyderabad,Smartphone,19565.0,2
IN-1098,2025-09-30,Maharashtra,Power Bank,45818.0,2
IN-1099,2025-03-22,Chennai,Power Bank,73604.0,5
IN-1100,2025-10-08,Maharashtra,Earbuds,27608.0,2
IN-1101,2025-06-01,Gujrat,Backpack,74680.0,3
IN-1102,2025-06-08,Maharashtra,Power Bank,66169.0,3
IN-1103,2025-12-17,Delhi,Smartphone,36512.0,4
IN-1104,2025-08-11,Hyderabad,Power Bank,28792.0,4
IN-1105,2025-03-17,Chennai,Backpack,72604.0,2
IN-1106,2025-09-12,Chennai,Laptop,3028.0,4
IN-1107,2025-12-23,Bengaluru,Smartphone,62048.0,3
IN-1108,2025-05-16,Delhi,Power Bank,57235.0,1
IN-1109,2025-05-21,Maharashtra,Smartwatch,59478.0,4
IN-1110,2025-09-25,Bengaluru,Power Bank,44452.0,1
IN-1111,2025-06-07,Maharashtra,Power Bank,56603.0,2
IN-1112,2025-09-09,Maharashtra,Backpack,2457.0,3
IN-1113,2025-09-15,Maharashtra,Power Bank,32888.0,4
IN-1114,2025-01-17,Maharashtra,Smartphone,65644.0,3
IN-1115,2025-09-27,Delhi,Earbuds,7613.0,2
IN-1116,2025-05-15,Bengaluru,Earbuds,45904.0,2
IN-1117,2025-06-19,Gujrat,Earbuds,27411.0,2
IN-1118,2025-06-23,Bengaluru,Laptop,39921.0,5
IN-1119,2025-05-11,Bengaluru,Earbuds,54915.0,3
IN-1120,2025-12-05,Delhi,Power Bank,9506.0,1
IN-1121,2025-03-24,Chennai,Smartwatch,58647.0,3
IN-1122,2025-10-30,Hyderabad,Smartwatch,54370.0,5
IN-1123,2025-03-24,Delhi,Power Bank,43211.0,2
IN-1124,2025-04-10,Chennai,Backpack,3593.0,5
IN-1125,2025-08-09,Hyderabad,Earbuds,41461.0,4
IN-1126,2025-06-24,Delhi,Smartwatch,48025.0,3
IN-1127,2025-02-23,Bengaluru,Smartwatch,68913.0,3
IN-1128,2025-02-08,Maharashtra,Backpack,52811.0,4
IN-1129,2025-09-16,Bengaluru,Smartwatch,53505.0,1
IN-1130,2025-01-02,Hyderabad,Power Bank,56579.0,4
IN-1131,2025-04-12,Delhi,Laptop,71106.0,5
IN-1132,2025-12-21,Bengaluru,Backpack,20551.0,3
IN-1133,2025-10-24,Maharashtra,Earbuds,26443.0,2
IN-1134,2025-11-20,Maharashtra,Smartphone,18904.0,1
IN-1135,2025-07-23,Maharashtra,Earbuds,8297.0,2
IN-1136,2025-10-22,Maharashtra,Smartwatch,6251.0,4
IN-1137,2025-08-19,Delhi,Backpack,23799.0,3
IN-1138,2025-03-07,Delhi,Power Bank,33901.0,1
IN-1139,2025-07-30,Maharashtra,Power Bank,1331.0,2
IN-1140,2025-03-28,Bengaluru,Earbuds,2198.0,2
IN-1141,2025-05-10,Maharashtra,Backpack,38955.0,5
IN-1142,2025-12-17,Bengaluru,Laptop,52082.0,3
IN-1143,2025-11-25,Hyderabad,Earbuds,29635.0,1
IN-1144,2025-02-09,Maharashtra,Smartwatch,60638.0,1
IN-1145,2025-10-12,Maharashtra,Smartwatch,22831.0,4
IN-1146,2025-03-31,Bengaluru,Laptop,42505.0,3
IN-1147,2025-07-13,Maharashtra,Earbuds,23577.0,4
IN-1148,2025-08-08,Maharashtra,Laptop,19717.0,5
IN-1149,2025-12-04,Delhi,Earbuds,61202.0,1
IN-1150,2025-01-11,Bengaluru,Power Bank,66308.0,3
IN-1151,2025-01-26,Delhi,Power Bank,34975.0,1
IN-1152,2025-08-10,Hyderabad,Smartwatch,59531.0,5
IN-1153,2025-11-06,Chennai,Power Bank,24350.0,2
IN-1154,2025-12-29,Gujrat,Smartwatch,66896.0,2
IN-1155,2025-04-25,Hyderabad,Laptop,63883.0,4
IN-1156,2025-10-13,Maharashtra,Power Bank,73831.0,2
IN-1157,2025-11-26,Maharashtra,Smartwatch,67115.0,4
IN-1158,2025-03-25,Bengaluru,Laptop,44004.0,3
IN-1159,2025-04-24,Maharashtra,Earbuds,2512.0,4
IN-1160,2025-09-02,Chennai,Smartphone,31807.0,2
IN-1161,2025-10-30,Maharashtra,Smartphone,18799.0,5
IN-1162,2025-03-19,Delhi,Smartphone,20990.0,3
IN-1163,2025-01-06,Chennai,Smartphone,7902.0,4
IN-1164,2025-04-17,Delhi,Smartphone,29232.0,3
IN-1165,2025-03-01,Maharashtra,Earbuds,57422.0,1
IN-1166,2025-11-12,Hyderabad,Smartwatch,73777.0,2
IN-1167,2025-05-01,Gujrat,Backpack,35401.0,3
IN-1168,2025-07-13,Chennai,Power Bank,31705.0,5
IN-1169,2025-02-23,Delhi,Smartwatch,63517.0,2
IN-1170,2025-05-03,Bengaluru,Power Bank,21142.0,2
IN-1171,2025-05-06,Delhi,Backpack,70053.0,3
IN-1172,2025-08-27,Bengaluru,Backpack,14845.0,4
IN-1173,2025-12-06,Delhi,Earbuds,61029.0,3
IN-1174,2025-02-19,Delhi,Earbuds,7983.0,5
IN-1175,2025-10-08,Gujrat,Earbuds,48770.0,4
IN-1176,2025-03-08,Bengaluru,Backpack,48319.0,5
IN-1177,2025-03-06,Hyderabad,Smartwatch,36791.0,1
IN-1178,2025-04-17,Delhi,Earbuds,8084.0,2
IN-1179,2025-01-10,Delhi,Smartphone,5612.0,2
IN-1180,2025-07-09,Gujrat,Earbuds,8565.0,4
IN-1181,2025-08-04,Maharashtra,Power Bank,57702.0,2
IN-1182,2025-07-24,Bengaluru,Power Bank,26192.0,1
IN-1183,2025-07-12,Bengaluru,Power Bank,21785.0,2
IN-1184,2025-10-14,Maharashtra,Earbuds,37698.0,5
IN-1185,2025-12-27,Maharashtra,Smartphone,21431.0,3
IN-1186,2025-08-22,Bengaluru,Smartphone,26111.0,1
IN-1187,2025-10-10,Bengaluru,Smartphone,52209.0,1
IN-1188,2025-09-05,Delhi,Backpack,69946.0,2
IN-1189,2025-10-23,Bengaluru,Smartwatch,21778.0,2
IN-1190,2025-05-05,Maharashtra,Earbuds,9996.0,2
IN-1191,2025-11-21,Gujrat,Smartphone,34698.0,1
IN-1192,2025-02-18,Bengaluru,Smartwatch,47219.0,2
IN-1193,2025-07-06,Gujrat,Power Bank,40335.0,2
IN-1194,2025-05-20,Delhi,Smartwatch,67671.0,4
IN-1195,2025-10-03,Maharashtra,Backpack,70544.0,5
IN-1196,2025-10-24,Gujrat,Smartphone,61243.0,1
IN-1197,2025-12-16,Maharashtra,Smartwatch,73969.0,2
IN-1198,2025-01-01,Bengaluru,Smartwatch,20886.0,3
IN-1199,2025-05-14,Delhi,Laptop,58742.0,5
IN-1200,2025-01-10,Maharashtra,Backpack,4746.0,3
IN-1201,2025-08-22,Maharashtra,Laptop,27258.0,5
IN-1202,2025-04-16,Bengaluru,Smartwatch,4953.0,3
IN-1203,2025-04-21,Hyderabad,Earbuds,38542.0,4
IN-1204,2025-12-15,Bengaluru,Smartphone,58042.0,5
IN-1205,2025-12-08,Maharashtra,Backpack,,4
IN-1206,2025-04-01,Hyderabad,Smartwatch,32434.0,2
IN-1207,2025-05-18,Chennai,Smartphone,30725.0,1
IN-1208,2025-10-21,Bengaluru,Smartwatch,30583.0,5
IN-1209,2025-09-29,Bengaluru,Earbuds,49505.0,4
IN-1210,2025-06-09,Delhi,Laptop,25421.0,4
IN-1211,2025-07-24,Delhi,Backpack,30210.0,5
IN-1212,2025-01-11,Bengaluru,Earbuds,42019.0,4
IN-1213,2025-11-27,Maharashtra,Backpack,25662.0,3
IN-1214,2025-11-04,Maharashtra,Power Bank,27083.0,2
IN-1215,2025-10-08,Hyderabad,Earbuds,45649.0,3
IN-1216,2025-09-29,Maharashtra,Smartphone,36498.0,2
IN-1217,2025-10-01,Maharashtra,Smartwatch,18094.0,4
IN-1218,2025-08-18,Bengaluru,Laptop,55334.0,2
IN-1219,2025-12-10,Delhi,Earbuds,54120.0,2
IN-1220,2025-10-24,Hyderabad,Earbuds,26717.0,1
IN-1221,2025-07-20,Hyderabad,Backpack,59356.0,4
IN-1222,2025-10-14,Bengaluru,Backpack,48261.0,1
IN-1223,2025-12-03,Maharashtra,Earbuds,30969.0,2
IN-1224,2025-02-26,Maharashtra,Power Bank,73984.0,5
IN-1225,2025-03-25,Gujrat,Backpack,64007.0,1
IN-1226,2025-02-15,Bengaluru,Power Bank,2427.0,1
IN-1227,2025-10-31,Gujrat,Backpack,21229.0,5
IN-1228,2025-04-30,Gujrat,Smartphone,40301.0,5
IN-1229,2025-12-19,Maharashtra,Backpack,58411.0,5
IN-1230,2025-03-28,Bengaluru,Backpack,4890.0,4
IN-1231,2025-09-18,Maharashtra,Backpack,7622.0,5
IN-1232,2025-12-07,Bengaluru,Earbuds,50059.0,4
IN-1233,2025-05-18,Maharashtra,Earbuds,30214.0,4
IN-1234,2025-03-15,Delhi,Smartwatch,10539.0,4
IN-1235,2025-05-27,Maharashtra,Smartphone,62069.0,4
IN-1236,2025-02-21,Bengaluru,Earbuds,13275.0,5
IN-1237,2025-07-06,Chennai,Smartphone,64332.0,1
IN-1238,2025-10-01,Maharashtra,Backpack,25115.0,1
IN-1239,2025-10-31,Maharashtra,Laptop,45712.0,1
IN-1240,2025-11-05,Maharashtra,Smartwatch,16489.0,4
IN-1241,2025-01-06,Bengaluru,Smartphone,14590.0,4
IN-1242,2025-05-22,Bengaluru,Laptop,24822.0,4
IN-1243,2025-01-03,Hyderabad,Earbuds,25696.0,3
IN-1244,2025-06-06,Bengaluru,Earbuds,37068.0,4
IN-1245,2025-10-11,Chennai,Smartwatch,41808.0,3
IN-1246,2025-06-16,Maharashtra,Earbuds,59938.0,2
IN-1247,2025-04-14,Hyderabad,Laptop,62809.0,3
IN-1248,2025-11-22,Maharashtra,Earbuds,45042.0,4
IN-1249,2025-08-14,Hyderabad,Smartphone,50990.0,1
IN-1250,2025-11-20,Bengaluru,Laptop,25686.0,5
IN-1251,2025-11-09,Maharashtra,Power Bank,20602.0,5
IN-1252,2025-09-18,Maharashtra,Smartwatch,59654.0,2
IN-1253,2025-10-20,Gujrat,Earbuds,31463.0,1
IN-1254,2025-01-05,Bengaluru,Laptop,56273.0,2
IN-1255,2025-03-27,Gujrat,Smartwatch,57549.0,1
IN-1256,2025-12-29,Bengaluru,Smartphone,72606.0,1
IN-1257,2025-05-14,Hyderabad,Power Bank,6126.0,2
IN-1258,2025-03-14,Maharashtra,Earbuds,67960.0,5
IN-1259,2025-01-07,Maharashtra,Smartwatch,71503.0,3
IN-1260,2025-03-03,Maharashtra,Smartwatch,9774.0,5
IN-1261,2025-10-23,Delhi,Backpack,38771.0,5
IN-1262,2025-03-19,Maharashtra,Laptop,69919.0,5
IN-1263,2025-09-26,Hyderabad,Smartphone,40857.0,2
IN-1264,2025-09-28,Maharashtra,Earbuds,57241.0,5
IN-1265,2025-05-30,Bengaluru,Earbuds,22021.0,2
IN-1266,2025-03-29,Hyderabad,Laptop,22127.0,1
IN-1267,2025-02-01,Maharashtra,Smartwatch,35044.0,5
IN-1268,2025-01-25,Bengaluru,Laptop,8850.0,3
IN-1269,2025-04-01,Maharashtra,Smartwatch,22717.0,5
IN-1270,2025-08-10,Delhi,Laptop,23270.0,4
IN-1271,2025-03-18,Gujrat,Earbuds,48834.0,1
IN-1272,2025-10-04,Chennai,Backpack,4983.0,5
IN-1273,2025-06-08,Delhi,Power Bank,31155.0,4
IN-1274,2025-03-26,Delhi,Laptop,15212.0,4
IN-1275,2025-05-10,Gujrat,Power Bank,40201.0,2
IN-1276,2025-03-09,Maharashtra,Smartphone,12426.0,1
IN-1277,2025-10-25,Maharashtra,Earbuds,56269.0,3
IN-1278,2025-10-14,Gujrat,Laptop,20200.0,4
IN-1279,2025-02-16,Delhi,Smartphone,52233.0,3
IN-1280,2025-12-14,Chennai,Backpack,25943.0,4
IN-1281,2025-10-04,Bengaluru,Earbuds,59467.0,4
IN-1282,2025-02-20,Hyderabad,Earbuds,66454.0,3
IN-1283,2025-10-25,Bengaluru,Smartwatch,53324.0,3
IN-1284,2025-09-28,Maharashtra,Laptop,4605.0,2
IN-1285,2025-05-23,Bengaluru,Laptop,49646.0,3
IN-1286,2025-07-09,Bengaluru,Power Bank,27820.0,2
IN-1287,2025-06-05,Maharashtra,Backpack,62282.0,5
IN-1288,2025-07-05,Delhi,Earbuds,54094.0,4
IN-1289,2025-12-26,Maharashtra,Earbuds,35446.0,4
IN-1290,2025-09-04,Maharashtra,Smartphone,38755.0,2
IN-1291,2025-04-27,Delhi,Smartwatch,60978.0,1
IN-1292,2025-01-19,Maharashtra,Smartphone,12595.0,3
IN-1293,2025-01-10,Gujrat,Laptop,28198.0,5
IN-1294,2025-06-27,Maharashtra,Power Bank,43139.0,4
IN-1295,2025-01-19,Maharashtra,Smartphone,68873.0,1
IN-1296,2025-10-21,Bengaluru,Smartwatch,53796.0,3
IN-1297,2025-10-13,Maharashtra,Smartphone,19863.0,2
IN-1298,2025-08-14,Maharashtra,Earbuds,14991.0,3
IN-1299,2025-04-15,Chennai,Smartphone,16221.0,1
IN-1300,2025-04-09,Delhi,Backpack,38801.0,4
IN-1301,2025-07-19,Maharashtra,Power Bank,8743.0,2
IN-1302,2025-06-12,Maharashtra,Smartphone,21870.0,2
IN-1303,2025-02-28,Bengaluru,Smartwatch,55179.0,3
IN-1304,2025-11-27,Maharashtra,Smartwatch,33954.0,3
IN-1305,2025-11-02,Bengaluru,Smartphone,4027.0,5
IN-1306,2025-12-19,Maharashtra,Smartphone,40750.0,3
IN-1307,2025-11-14,Gujrat,Power Bank,7268.0,4
IN-1308,2025-04-13,Chennai,Laptop,63154.0,1
IN-1309,2025-05-07,Delhi,Smartwatch,12376.0,2
IN-1310,2025-01-21,Delhi,Power Bank,50498.0,5
IN-1311,2025-06-17,Bengaluru,Earbuds,21317.0,1
IN-1312,2025-01-10,Maharashtra,Backpack,3822.0,3
IN-1313,2025-08-29,Bengaluru,Power Bank,2969.0,3
IN-1314,2025-06-04,Maharashtra,Power Bank,32893.0,1
IN-1315,2025-03-21,Delhi,Laptop,5997.0,1
IN-1316,2025-10-05,Chennai,Earbuds,30612.0,3
IN-1317,2025-03-02,Gujrat,Smartwatch,59728.0,3
IN-1318,2025-07-15,Bengaluru,Power Bank,45418.0,4
IN-1319,2025-07-26,Hyderabad,Smartwatch,26968.0,3
IN-1320,2025-04-20,Maharashtra,Earbuds,67942.0,3
IN-1321,2025-01-28,Hyderabad,Smartwatch,19348.0,1
IN-1322,2025-10-19,Delhi,Backpack,18784.0,5
IN-1323,2025-12-22,Delhi,Earbuds,8398.0,1
IN-1324,2025-10-08,Hyderabad,Smartwatch,7572.0,1
IN-1325,2025-08-29,Bengaluru,Earbuds,57702.0,3
IN-1326,2025-01-17,Delhi,Earbuds,2273.0,5
IN-1327,2025-12-24,Maharashtra,Earbuds,17014.0,1
IN-1328,2025-12-20,Maharashtra,Smartphone,12938.0,1
IN-1329,2025-10-25,Maharashtra,Laptop,58417.0,3
IN-1330,2025-06-11,Bengaluru,Earbuds,69834.0,2
IN-1331,2025-03-26,Hyderabad,Laptop,40177.0,4
IN-1332,2025-10-10,Maharashtra,Smartphone,17012.0,2
IN-1333,2025-05-12,Bengaluru,Smartwatch,27657.0,3
IN-1334,2025-02-17,Delhi,Smartphone,55230.0,3
IN-1335,2025-10-10,Chennai,Smartphone,69920.0,1
IN-1336,2025-05-21,Maharashtra,Laptop,5522.0,1
IN-1337,2025-01-22,Hyderabad,Earbuds,36686.0,2
IN-1338,2025-01-19,Maharashtra,Power Bank,62803.0,3
IN-1339,2025-12-12,Chennai,Smartphone,58645.0,5
IN-1340,2025-02-17,Maharashtra,Power Bank,3231.0,4
IN-1341,2025-07-11,Maharashtra,Earbuds,69511.0,2
IN-1342,2025-05-15,Bengaluru,Smartwatch,48810.0,5
IN-1343,2025-09-29,Bengaluru,Earbuds,53715.0,2
IN-1344,2025-09-03,Maharashtra,Power Bank,16343.0,1
IN-1345,2025-04-05,Delhi,Laptop,3104.0,5
IN-1346,2025-04-04,Maharashtra,Smartphone,55882.0,1
IN-1347,2025-01-28,Delhi,Backpack,47800.0,3
IN-1348,2025-05-24,Bengaluru,Earbuds,29460.0,4
IN-1349,2025-05-26,Hyderabad,Power Bank,8879.0,3
IN-1350,2025-10-09,Maharashtra,Earbuds,43091.0,3
IN-1351,2025-09-28,Gujrat,Smartphone,21153.0,4
IN-1352,2025-05-27,Delhi,Laptop,55987.0,5
IN-1353,2025-03-03,Chennai,Power Bank,9258.0,5
IN-1354,2025-11-01,Maharashtra,Earbuds,18891.0,4
IN-1355,2025-06-23,Chennai,Smartphone,34188.0,2
IN-1356,2025-08-14,Maharashtra,Smartphone,15840.0,5
IN-1357,2025-11-28,Delhi,Smartphone,5464.0,3
IN-1358,2025-08-25,Maharashtra,Laptop,35470.0,3
IN-1359,2025-03-25,Gujrat,Laptop,34661.0,3
IN-1360,2025-10-14,Bengaluru,Backpack,28211.0,5
IN-1361,2025-02-07,Delhi,Smartwatch,70674.0,2
IN-1362,2025-01-07,Bengaluru,Smartwatch,22110.0,5
IN-1363,2025-10-07,Bengaluru,Power Bank,56813.0,4
IN-1364,2025-03-28,Hyderabad,Smartphone,18396.0,4
IN-1365,2025-04-24,Hyderabad,Smartwatch,66264.0,5
IN-1366,2025-12-06,Hyderabad,Laptop,34907.0,2
IN-1367,2025-07-08,Gujrat,Laptop,73132.0,2
IN-1368,2025-03-24,Maharashtra,Smartwatch,53758.0,1
IN-1369,2025-02-04,Hyderabad,Smartphone,48769.0,2
IN-1370,2025-09-09,Delhi,Laptop,66914.0,2
IN-1371,2025-04-18,Bengaluru,Power Bank,41859.0,5
IN-1372,2025-12-24,Maharashtra,Laptop,65180.0,2
IN-1373,2025-03-22,Bengaluru,Power Bank,48813.0,2
IN-1374,2025-09-05,Maharashtra,Smartwatch,72504.0,5
IN-1375,2025-07-17,Delhi,Smartwatch,18454.0,4
IN-1376,2025-03-09,Bengaluru,Smartphone,57363.0,3
IN-1377,2025-03-27,Maharashtra,Earbuds,53646.0,3
IN-1378,2025-10-16,Delhi,Smartwatch,14623.0,1
IN-1379,2025-11-02,Hyderabad,Laptop,60376.0,2
IN-1380,2025-03-11,Hyderabad,Smartwatch,22123.0,3
IN-1381,2025-06-03,Maharashtra,Smartwatch,2933.0,3
IN-1382,2025-10-30,Maharashtra,Earbuds,37148.0,3
IN-1383,2025-08-22,Chennai,Smartwatch,44369.0,2
IN-1384,2025-07-25,Maharashtra,Smartphone,43046.0,3
IN-1385,2025-12-28,Gujrat,Smartphone,25035.0,1
IN-1386,2025-05-23,Bengaluru,Power Bank,72458.0,5
IN-1387,2025-09-25,Hyderabad,Power Bank,53474.0,4
IN-1388,2025-12-08,Gujrat,Laptop,59859.0,1
IN-1389,2025-12-02,Delhi,Smartphone,44502.0,1
IN-1390,2025-07-11,Maharashtra,Backpack,60117.0,2
IN-1391,2025-10-29,Bengaluru,Smartphone,69044.0,3
IN-1392,2025-12-14,Bengaluru,Power Bank,20433.0,2
IN-1393,2025-01-13,Maharashtra,Smartwatch,68990.0,2
IN-1394,2025-09-13,Maharashtra,Backpack,46494.0,5
IN-1395,2025-10-29,Maharashtra,Backpack,66866.0,3
IN-1396,2025-03-20,Maharashtra,Backpack,74215.0,5
IN-1397,2025-09-12,Chennai,Laptop,70980.0,2
IN-1398,2025-03-18,Hyderabad,Backpack,19186.0,2
IN-1399,2025-01-15,Bengaluru,Smartwatch,10221.0,5
IN-1400,2025-12-16,Delhi,Smartphone,53562.0,5
IN-1401,2025-06-23,Bengaluru,Backpack,30172.0,2
IN-1402,2025-11-21,Chennai,Smartwatch,20601.0,4
IN-1403,2025-06-18,Delhi,Smartphone,38197.0,5
IN-1404,2025-04-29,Maharashtra,Power Bank,1011.0,3
IN-1405,2025-06-17,Hyderabad,Earbuds,31337.0,3
IN-1406,2025-03-02,Delhi,Backpack,29403.0,5
IN-1407,2025-01-29,Maharashtra,Laptop,43682.0,5
IN-1408,2025-07-08,Delhi,Power Bank,47394.0,1
IN-1409,2025-11-27,Maharashtra,Earbuds,58460.0,4
IN-1410,2025-02-04,Delhi,Smartwatch,12310.0,3
IN-1411,2025-12-29,Maharashtra,Smartwatch,59669.0,4
IN-1412,2025-09-28,Gujrat,Smartphone,54657.0,1
IN-1413,2025-10-22,Maharashtra,Smartwatch,11136.0,3
IN-1414,2025-01-21,Hyderabad,Smartwatch,10296.0,4
IN-1415,2025-07-04,Maharashtra,Smartwatch,2194.0,5
IN-1416,2025-02-13,Bengaluru,Backpack,35789.0,3
IN-1417,2025-12-25,Delhi,Smartphone,36765.0,2
IN-1418,2025-04-03,Hyderabad,Earbuds,15449.0,5
IN-1419,2025-09-02,Bengaluru,Backpack,46661.0,1
IN-1420,2025-08-09,Chennai,Laptop,57021.0,4
IN-1421,2025-03-03,Maharashtra,Smartphone,52350.0,5
IN-1422,2025-09-11,Bengaluru,Smartphone,8311.0,2
IN-1423,2025-09-24,Chennai,Power Bank,22819.0,5
IN-1424,2025-06-05,Maharashtra,Smartwatch,20523.0,4
IN-1425,2025-07-01,Maharashtra,Backpack,43177.0,4
IN-1426,2025-10-12,Maharashtra,Backpack,37457.0,5
IN-1427,2025-04-10,Maharashtra,Backpack,44338.0,4
IN-1428,2025-09-16,Delhi,Earbuds,35994.0,3
IN-1429,2025-01-01,Maharashtra,Earbuds,17692.0,3
IN-1430,2025-09-06,Bengaluru,Smartphone,70642.0,1
IN-1431,2025-12-02,Chennai,Smartwatch,15257.0,2
